classificacao_manuela,id,text
1,1641564890962829312,19:15 26 minutos sentido niterói lentidão descida vão central pedágio
1,1641564887590531072,19:15 13 minutos sentido rio fluxo normal
1,1641560007979171840,18:56 30 minutos saída sentido niterói lentidão pedágio
1,1641560006494507009,18:56 30 minutos sentido niterói lentidão subida vão central pedágio
1,1641560005223563264,18:56 13 minutos sentido rio fluxo normal
1,1641554880056684545,18:35 30 minutos sentido niterói lentidão reta cais pedágio
1,1641549750754213890,18:15 34 minutos acesso sentido niterói lentidão
1,1641549749110157312,18:15 34 minutos sentido niterói lentidão reta cais pedágio
1,1641544876675284992,17:56 38 minutos acesso sentido niterói lentidão
1,1641539741794418689,17:35 33 minutos acesso sentido niterói lentidão
1,1641534629352972303,17:15 30 minutos acesso sentido niterói lentidão
1,1641534628237287443,17:15 30 minutos sentido niterói lentidão grande reta pedágio
1,1641529758855856128,16:56 26 minutos sentido niterói lentidão subida vão central pedágio
1,1641524630631358465,16:35 23 minutos sentido niterói lentidão descida vão central pedágio
1,1641514643490234390,15:56 16 minutos sentido niterói lentidão pedágio
1,1641509517908234243,15:35 13 minutos sentido niterói fluxo normal
1,1641509515865514000,15:35 13 minutos sentido rio fluxo normal
1,1641504652213510150,15:16 13 minutos sentido niterói fluxo normal
1,1641504649579491328,15:16 13 minutos sentido rio fluxo normal
1,1641499527323557889,14:55 13 minutos sentido niterói fluxo normal
1,1641494406430699540,14:35 13 minutos sentido niterói fluxo normal
1,1641494405335986197,14:35 13 minutos sentido rio fluxo normal
1,1641489535962951694,14:16 13 minutos sentido niterói fluxo normal
1,1641484406345924608,13:55 13 minutos sentido niterói fluxo normal
1,1641484405112799232,13:55 13 minutos sentido rio fluxo normal
1,1641479305447219200,13:35 13 minutos sentido niterói fluxo normal
1,1641479302972854273,13:35 13 minutos sentido rio fluxo normal
1,1641474436774735877,13:16 13 minutos sentido niterói fluxo normal
1,1641464185358876674,12:35 13 minutos sentido rio fluxo normal
1,1641464182288576515,12:35 19 minutos sentido niterói lentidão mocanguê pedágio
1,1641459332368719872,12:16 13 minutos sentido niterói fluxo normal
1,1641459328182894592,12:16 14 minutos sentido rio lentidão reta cais
1,1641454208133238791,11:55 13 minutos sentido niterói fluxo normal
1,1641454206413598721,11:55 14 minutos sentido rio lentidão reta cais
1,1641449099198345216,11:35 13 minutos sentido niterói fluxo normal
1,1641444236922064900,11:16 14 minutos saída sentido rio lentidão reta cais
1,1641444235353407490,11:16 13 minutos sentido niterói fluxo normal
1,1641439191690248193,10:56 14 minutos sentido rio lentidão reta cais
1,1641429127562424330,10:16 13 minutos sentido niterói fluxo normal
1,1641429123854741506,10:16 23 minutos sentido rio lentidão descida vão central reta cais
1,1641424092803878919,09:56 23 minutos saída sentido rio lentidão reta cais
1,1641424090199121923,09:56 13 minutos sentido niterói fluxo normal
1,1641419058426830848,09:36 28 minutos saída sentido rio lentidão reta cais
1,1641419056946315264,09:36 13 minutos sentido niterói fluxo normal
1,1641419055142780929,09:36 28 minutos sentido rio lentidão subida vão central reta cais
1,1641414034263093248,09:16 28 minutos saída sentido rio lentidão reta cais
1,1641414032878911488,09:16 28 minutos acesso sentido rio lentidão
1,1641414030211399682,09:16 13 minutos sentido niterói fluxo normal
1,1641414023580119043,09:16 28 minutos sentido rio lentidão acessos reta cais
1,1641408993389051905,08:56 34 minutos saída sentido rio lentidão reta cais
1,1641408991153598476,08:56 34 minutos acesso sentido rio lentidão
1,1641408989891002368,08:56 13 minutos sentido niterói fluxo normal
1,1641408987588435968,08:56 34 minutos sentido rio lentidão acessos reta cais
1,1641403961650364417,08:36 34 minutos saída sentido rio lentidão reta cais
1,1641403960417189889,08:36 34 minutos acesso sentido rio lentidão
1,1641403957300936704,08:36 13 minutos sentido niterói fluxo normal
1,1641403954809454592,08:36 34 minutos sentido rio lentidão acessos reta cais
1,1641398927437053958,08:16 36 minutos saída sentido rio lentidão reta cais
1,1641398923779612673,08:16 36 minutos acesso sentido rio lentidão
1,1641398921858523137,08:16 13 minutos sentido niterói fluxo normal
1,1641398919451082752,08:16 36 minutos sentido rio lentidão acessos reta cais
1,1641393890627317761,07:56 32 minutos saída sentido rio lentidão reta cais
1,1641393889452994561,07:56 32 minutos acesso sentido rio lentidão
1,1641393887808827395,07:56 13 minutos sentido niterói fluxo normal
1,1641393885342564352,07:56 32 minutos sentido rio lentidão acessos mocanguê
1,1641388856363589633,07:36 28 minutos saída sentido rio lentidão reta cais
1,1641388854056812545,07:36 28 minutos acesso sentido rio lentidão
1,1641388851099758592,07:36 28 minutos sentido rio lentidão acessos mocanguê
1,1641383823588958208,07:16 23 minutos saída sentido rio lentidão reta cais
1,1641383819176554498,07:16 13 minutos sentido niterói fluxo normal
1,1641383817159081986,07:16 23 minutos sentido rio lentidão acessos mocanguê
1,1641378789585301504,06:56 23 minutos saída sentido rio lentidão reta cais
1,1641378788251430912,06:56 23 minutos acesso sentido rio lentidão
1,1641378784350797825,06:56 23 minutos sentido rio lentidão acessos mocanguê
1,1641373752737902598,06:36 23 minutos saída sentido rio lentidão reta cais
1,1641373751626420225,06:36 23 minutos acesso sentido rio lentidão
1,1641373750556753920,06:36 13 minutos sentido niterói fluxo normal
1,1641368717715021825,06:16 13 minutos sentido niterói fluxo normal
1,1641368716582502400,06:16 26 minutos sentido rio lentidão acessos mocanguê
1,1641363681765208066,05:56 15 minutos sentido rio lentidão acessos mocanguê
1,1641358650064134147,05:36 13 minutos sentido niterói fluxo normal
1,1641358647635636227,05:36 13 minutos sentido rio fluxo normal
1,1641353615544598529,05:16 13 minutos sentido niterói fluxo normal
1,1641353613451620354,05:16 13 minutos sentido rio fluxo normal
1,1641348581884936194,04:56 13 minutos sentido niterói fluxo normal
1,1641348580484042752,04:56 13 minutos sentido rio fluxo normal
1,1641343547856113664,04:36 13 minutos sentido niterói fluxo normal
1,1641343545695956993,04:36 13 minutos sentido rio fluxo normal
1,1641338513105854464,04:16 13 minutos sentido rio fluxo normal
1,1641333480276500482,03:56 13 minutos sentido niterói fluxo normal
1,1641333479206944770,03:56 13 minutos sentido rio fluxo normal
1,1641328446251970560,03:36 13 minutos sentido niterói fluxo normal
1,1641328444108685314,03:36 13 minutos sentido rio fluxo normal
1,1641323410297847808,03:16 13 minutos sentido rio fluxo normal
1,1641318378689183744,02:56 13 minutos sentido niterói fluxo normal
1,1641318376420126722,02:56 13 minutos sentido rio fluxo normal
1,1641313344811331585,02:36 13 minutos sentido niterói fluxo normal
1,1641313343540535296,02:36 13 minutos sentido rio fluxo normal
1,1641308310723854336,02:16 13 minutos sentido niterói fluxo normal
1,1641308308635099136,02:16 13 minutos sentido rio fluxo normal
1,1641303276900560898,01:56 13 minutos sentido niterói fluxo normal
1,1641303274568466433,01:56 13 minutos sentido rio fluxo normal
1,1641298244360699908,01:36 13 minutos sentido niterói fluxo normal
1,1641273054968815617,23:56 13 minutos sentido niterói fluxo normal
1,1641273053655990272,23:56 13 minutos sentido rio fluxo normal
1,1641268019862069250,23:36 13 minutos sentido rio fluxo normal
1,1641262987263504384,23:16 13 minutos sentido rio fluxo normal
1,1641257952312000513,22:56 13 minutos sentido rio fluxo normal
1,1641252919591817216,22:36 13 minutos sentido niterói fluxo normal
1,1641247898963787777,22:16 13 minutos sentido niterói fluxo normal
1,1641247885982420993,22:16 13 minutos sentido rio fluxo normal
1,1641242853329235968,21:56 13 minutos sentido niterói fluxo normal
1,1641242851018256385,21:56 13 minutos sentido rio fluxo normal
1,1641237821997367296,21:36 13 minutos sentido niterói fluxo normal
1,1641237818168037376,21:36 13 minutos sentido rio fluxo normal
1,1641232784382410753,21:16 13 minutos sentido niterói fluxo normal
1,1641232783191277573,21:16 13 minutos sentido rio fluxo normal
1,1641227750278066178,20:56 13 minutos sentido niterói fluxo normal
1,1641222715880112129,20:36 13 minutos sentido rio fluxo normal
1,1641217682526679040,20:16 16 minutos sentido niterói lentidão mocanguê pedágio
1,1641217681465520129,20:16 13 minutos sentido rio fluxo normal
1,1641212648816533508,19:56 22 minutos sentido niterói lentidão descida vão central pedágio
1,1641207614712193024,19:36 26 minutos sentido niterói lentidão grande reta pedágio
1,1641207612501897219,19:36 13 minutos sentido rio fluxo normal
1,1641202582398926851,19:16 30 minutos acesso sentido niterói lentidão
1,1641202580926734337,19:16 30 minutos sentido niterói lentidão reta cais pedágio
1,1641202578716336128,19:16 13 minutos sentido rio fluxo normal
1,1641197549045313539,18:56 36 minutos saída sentido niterói lentidão pedágio
1,1641197545794818048,18:56 13 minutos sentido rio fluxo normal
1,1641192514790072321,18:36 36 minutos saída sentido niterói lentidão pedágio
1,1641192513422647297,18:36 36 minutos acesso sentido niterói lentidão
1,1641192512273408000,18:36 36 minutos sentido niterói lentidão reta cais pedágio
1,1641192510927036419,18:35 13 minutos sentido rio fluxo normal
1,1641187481755303938,18:16 36 minutos saída sentido niterói lentidão pedágio
1,1641187480505286656,18:16 36 minutos acesso sentido niterói lentidão
1,1641187479217750020,18:16 36 minutos sentido niterói lentidão reta cais pedágio
1,1641187477250506753,18:15 13 minutos sentido rio fluxo normal
1,1641182449341169664,17:56 13 minutos saída sentido rio lentidão reta cais
1,1641182445994221593,17:56 36 minutos sentido niterói lentidão reta cais pedágio
1,1641182444387815428,17:55 13 minutos sentido rio fluxo normal
1,1641177410178564097,17:35 13 minutos sentido rio fluxo normal
1,1641172376313384962,17:15 36 minutos sentido niterói lentidão reta cais pedágio
1,1641172375075946501,17:15 13 minutos sentido rio fluxo normal
1,1641167342267711489,16:55 32 minutos sentido niterói lentidão grande curva pedágio
1,1641164122258636800,atualização trânsito lentidão niterói 25 minutos fluxo normal sentido rio 13 minutos
1,1641162311174897671,16:35 25 minutos sentido niterói lentidão descida vão central pedágio
1,1641157985559883777,atualização trânsito lentidão niterói 18 minutos fluxo normal sentido rio 13 minutos motociclista use sempre equipamentos proteção corretamente capacete luvas botas jaqueta
1,1641157274960904193,16:15 18 minutos sentido niterói lentidão pedágio
1,1641157273635438604,16:15 13 minutos sentido rio fluxo normal
0,1641154383579627523,dê seta respeite seta alheia dá seta ajuda outros motoristas planejarem manobras antecedência evite possíveis acidentes
1,1641152240621584398,15:55 13 minutos sentido rio fluxo normal
1,1641152020504510488,atualização trânsito fluxo bom dois sentidos 13 minutos
1,1641147206752141314,15:35 13 minutos sentido niterói fluxo normal
1,1641147205514821642,15:35 13 minutos sentido rio fluxo normal
1,1641142175109873677,15:15 13 minutos sentido niterói fluxo normal
1,1641142172849152002,15:15 13 minutos sentido rio fluxo normal
1,1641139695949053967,atualização trânsito fluxo bom rio niterói 13 minutos evite ultrapassagens perigosas mantenha distância segura veículo frente
1,1641137138778423297,14:55 13 minutos sentido niterói fluxo normal
1,1641137137729908736,14:55 13 minutos sentido rio fluxo normal
0,1641135506049097728,ultrapassagens perigosas podem causas diversos acidentes confira algumas dicas ultrapassar maneira segura respeite sinalizações faixa sinalize manobra escolha momento adequado realizá-la
1,1641132106012147713,14:35 13 minutos sentido niterói fluxo normal
1,1641132103659126784,14:35 13 minutos sentido rio fluxo normal
1,1641127071345786892,14:15 13 minutos sentido niterói fluxo normal
1,1641127070011998231,14:15 13 minutos sentido rio fluxo normal
1,1641126209894465539,atualização trânsito fluxo bom dois sentidos 13 minutos todos ocupantes veículo devem usar cinto segurança inclusive banco traseiro
1,1641122037971271693,13:55 13 minutos sentido niterói fluxo normal
1,1641122036331298833,13:55 13 minutos sentido rio fluxo normal
1,1641117003657232395,13:35 13 minutos sentido niterói fluxo normal
1,1641117002558320640,13:35 13 minutos sentido rio fluxo normal
1,1641111968613277696,13:15 13 minutos sentido rio fluxo normal
1,1641101896822714368,12:35 13 minutos sentido niterói fluxo normal
1,1641096904913068033,12:16 15 minutos sentido niterói fluxo normal
1,1641091829146820608,11:55 13 minutos sentido rio fluxo normal
1,1641088105825411076,atualização trânsito trânsito bom dois sentidos 13 minutos
1,1641086795516370946,11:35 15 minutos sentido niterói fluxo normal
1,1641086794295914496,11:35 13 minutos sentido rio fluxo normal
1,1641081763127603201,11:15 15 minutos sentido niterói fluxo normal
1,1641081760443162626,11:15 13 minutos sentido rio fluxo normal
1,1641076729149108229,10:55 15 minutos sentido niterói fluxo normal
1,1641076726716301314,10:55 13 minutos sentido rio fluxo normal
1,1641072400929308673,atualização trânsito trânsito bom niterói 13 minutos leve lentidão sentido rio 14 minutos sinalize intenções antes fazer manobras
1,1641071697020305408,10:35 14 minutos saída sentido rio lentidão reta cais
1,1641071695271165960,10:35 13 minutos sentido niterói fluxo normal
1,1641071693975244802,10:35 14 minutos sentido rio lentidão reta cais
1,1641066665868775426,10:15 17 minutos saída sentido rio lentidão reta cais
1,1641066662744018944,10:15 13 minutos sentido niterói fluxo normal
1,1641061628367065089,09:55 20 minutos saída sentido rio lentidão reta cais
1,1641061627037466625,09:55 13 minutos sentido niterói fluxo normal
1,1641061625753993218,09:55 20 minutos sentido rio lentidão descida vão central reta cais
1,1641059119489597440,atualização trânsito fluxo bom niterói 13 minutos retenção sentido rio janeiro 27 minutos respeite leis trânsito
1,1641056596854702080,09:35 27 minutos saída sentido rio lentidão reta cais
1,1641056594497601538,09:35 13 minutos sentido niterói fluxo normal
1,1641056591427383296,09:35 27 minutos sentido rio lentidão descida vão central reta cais
0,1641052167141224451,sabia digitar mensagem texto enquanto dirige veículo 80 km h compatível dirigir percurso 100 metros olhos vendados feche olhos perigo dirigir guarde telefone
1,1641051561416589312,09:15 30 minutos saída sentido rio lentidão reta cais
1,1641051558807760896,09:15 13 minutos sentido niterói fluxo normal
1,1641051557566332931,09:15 30 minutos sentido rio lentidão descida vão central reta cais
1,1641046527823970305,08:55 34 minutos saída sentido rio lentidão reta cais
1,1641046526297362432,08:55 13 minutos sentido niterói fluxo normal
1,1641046525005496322,08:55 34 minutos sentido rio lentidão acessos reta cais
1,1641041497477853186,08:35 34 minutos sentido rio lentidão grande reta reta cais
1,1641036459405606913,08:15 30 minutos saída sentido rio lentidão reta cais
1,1641036457447165954,08:15 13 minutos sentido niterói fluxo normal
1,1641036456180293632,08:15 30 minutos sentido rio lentidão acessos mocanguê
1,1641031430573547520,07:55 23 minutos acesso sentido rio lentidão
1,1641031427289489409,07:55 23 minutos saída sentido rio lentidão reta cais
1,1641031424919625729,07:55 13 minutos sentido niterói fluxo normal
1,1641026394669940736,07:35 23 minutos acesso sentido rio lentidão
1,1641026392363003906,07:35 23 minutos saída sentido rio lentidão reta cais
1,1641026391239000065,07:35 13 minutos sentido niterói fluxo normal
1,1641026388537819136,07:35 23 minutos sentido rio lentidão acessos mocanguê
1,1641021361941364739,07:15 23 minutos acesso sentido rio lentidão
1,1641021359433166849,07:15 23 minutos saída sentido rio lentidão reta cais
1,1641021355846955008,07:15 23 minutos sentido rio lentidão acessos mocanguê
1,1641016327086256128,06:55 23 minutos acesso sentido rio lentidão
1,1641016320777912321,06:55 23 minutos sentido rio lentidão acessos mocanguê
1,1641011292549836801,06:35 26 minutos acesso sentido rio lentidão
1,1641011290503102466,06:35 26 minutos saída sentido rio lentidão reta cais
1,1641006258806194177,06:15 20 minutos acesso sentido rio lentidão
1,1641006257082335233,06:15 20 minutos saída sentido rio lentidão reta cais
1,1641006253945024514,06:15 13 minutos sentido niterói fluxo normal
1,1641006252858785793,06:15 20 minutos sentido rio lentidão acessos mocanguê
1,1641001220784508929,05:55 13 minutos sentido niterói fluxo normal
1,1641001218708258816,05:55 13 minutos sentido rio fluxo normal
1,1640996186348740608,05:35 13 minutos sentido niterói fluxo normal
1,1640991153733369856,05:15 13 minutos sentido niterói fluxo normal
1,1640991151661494273,05:15 13 minutos sentido rio fluxo normal
1,1640986117804552192,04:55 13 minutos sentido niterói fluxo normal
1,1640986116659585024,04:55 13 minutos sentido rio fluxo normal
1,1640981083763232770,04:35 13 minutos sentido rio fluxo normal
1,1640971017114865664,03:55 13 minutos sentido niterói fluxo normal
1,1640971014992437248,03:55 13 minutos sentido rio fluxo normal
1,1640965984008667137,03:35 13 minutos sentido niterói fluxo normal
1,1640965981265600512,03:35 13 minutos sentido rio fluxo normal
1,1640960949325578240,03:15 13 minutos sentido niterói fluxo normal
1,1640960947312377856,03:15 13 minutos sentido rio fluxo normal
1,1640955914885758977,02:55 13 minutos sentido niterói fluxo normal
1,1640955913405177857,02:55 13 minutos sentido rio fluxo normal
1,1640950879351197697,02:35 13 minutos sentido rio fluxo normal
1,1640945845804597248,02:15 13 minutos sentido rio fluxo normal
1,1640940813042565120,01:55 13 minutos sentido niterói fluxo normal
1,1640940811863969792,01:55 13 minutos sentido rio fluxo normal
1,1640935779189813249,01:35 13 minutos sentido niterói fluxo normal
1,1640935778007101441,01:35 13 minutos sentido rio fluxo normal
1,1640910609838473216,23:55 13 minutos sentido niterói fluxo normal
1,1640910608345227265,23:55 13 minutos sentido rio fluxo normal
1,1640905576958816263,23:35 13 minutos sentido niterói fluxo normal
1,1640905575780302849,23:35 13 minutos sentido rio fluxo normal
1,1640900542313496577,23:15 13 minutos sentido niterói fluxo normal
1,1640900540975464449,23:15 13 minutos sentido rio fluxo normal
1,1640895508758642690,22:55 13 minutos sentido niterói fluxo normal
1,1640895507168915459,22:55 13 minutos sentido rio fluxo normal
1,1640890476461948931,22:35 13 minutos sentido niterói fluxo normal
1,1640890474218020865,22:35 13 minutos sentido rio fluxo normal
1,1640885446598176768,22:15 13 minutos sentido niterói fluxo normal
1,1640885443284615170,22:15 13 minutos sentido rio fluxo normal
1,1640880406730776576,21:55 13 minutos sentido niterói fluxo normal
1,1640875385649786886,21:35 13 minutos sentido niterói fluxo normal
1,1640875384420925441,21:35 13 minutos sentido rio fluxo normal
1,1640870337683357699,21:15 13 minutos sentido rio fluxo normal
1,1640860271857074176,20:35 13 minutos sentido niterói fluxo normal
